"16cell_1-10" "4cell_2-2" "8cell_1-4" "early2cell_0-2" "earlyblast_3-12" "late2cell_5-2" "lateblast_1-10" "mid2cell_0-1" "midblast_1-12" "zy1"
"Prrxl1" 0 0 0 0 0 0 0 0 0 0
"Prss1" 0 0 0 2 0 0 0 0 0 1
"Prss12" 0 0 0 113 0 1775 0 0 0 799
"Prss16" 0 0 0 0 0 2 1 0 0 0
"Prss2" 0 0 0 0 1 0 0 0 0 0
"Prss21" 0 0 0 0 0 0 0 0 0 0
"Prss22" 0 0 0 0 0 0 0 0 0 0
"Prss23" 0 0 0 0 0 2 0 0 0 0
"Prss27" 0 0 0 0 0 0 0 18 0 61
"Prss28" 0 0 0 0 0 0 0 0 0 0
"Prss29" 0 0 0 0 0 0 0 0 0 0
"Prss3" 0 0 0 4 0 0 0 0 0 16
"Prss30" 0 0 0 288 0 0 0 6 0 383
"Prss32" 0 0 0 0 0 0 0 0 0 0
"Prss33" 0 0 0 0 0 0 0 0 0 37
"Prss34" 0 0 0 0 0 0 0 0 0 0
"Prss35" 0 0 0 2 0 0 8 0 333 5
"Prss36" 0 0 0 0 0 0 0 2 446 0
"Prss37" 0 0 0 0 0 0 0 0 0 0
"Prss38" 0 0 0 0 0 0 0 1 0 0
"Prss39" 0 0 0 0 0 0 0 0 0 0
"Prss40" 0 0 0 0 0 0 0 0 0 0
"Prss41" 0 0 0 0 0 0 149 0 0 3
"Prss42" 0 0 0 0 0 1 0 0 0 0
"Prss43" 0 0 0 0 0 0 0 0 0 0
"Prss44" 0 0 0 16 0 0 0 5 0 30
"Prss45" 0 0 0 34 0 0 0 0 0 0
"Prss46" 0 0 0 0 0 41 0 0 0 0
"Prss48" 0 0 0 1 0 0 0 0 0 36
"Prss50" 0 0 0 0 0 0 0 0 0 0
"Prss51" 1 0 0 0 0 0 0 0 0 0
"Prss52" 0 0 0 0 0 0 0 0 0 0
"Prss53" 6 1 0 2 3 3 2 0 360 152
"Prss54" 0 0 0 0 0 0 0 0 0 0
"Prss55" 0 0 2 0 1 0 0 0 0 0
"Prss57" 0 0 0 0 0 63 0 0 0 0
"Prss58" 0 0 0 0 0 0 0 0 0 0
"Prss8" 58 4 0 0 4016 0 851 0 0 0
"Prtg" 0 0 0 63 64 187 282 0 304 226
"Prtn3" 0 0 0 0 0 4 0 0 0 0
"Prune" 853 1590 112 3901 24 6343 1116 1018 3441 6162
"Prune2" 0 0 0 16 0 930 0 0 0 0
"Prx" 0 0 0 0 0 1 1 0 0 0
"Psap" 2633 1321 430 119 12145 1493 7369 339 4055 148
"Psapl1" 0 0 0 0 0 0 0 0 0 5
"Psat1" 18006 7004 2939 0 4903 21923 2243 318 1462 0
"Psca" 0 0 0 0 0 0 0 0 0 0
"Psd" 0 0 1 0 0 1 0 1 0 51
"Psd2" 0 3 0 290 1 108 0 12 0 830
"Psd3" 0 445 0 1232 0 615 0 548 0 1968
"Psd4" 0 0 1 0 0 1 351 0 835 0
"Psen1" 1094 1843 123 2136 5 488 1109 233 343 1879
"Psen2" 11 1 66 1018 0 1 0 314 61 3178
"Psenen" 0 21 15 612 0 64 153 31 128 1799
"Psg-ps1" 0 0 0 0 0 0 0 0 0 0
"Psg16" 0 0 0 10 0 0 0 2 0 266
"Psg17" 0 0 0 355 0 0 0 152 0 653
"Psg18" 0 0 0 1 0 0 0 2 0 6
"Psg19" 0 0 0 8 0 2 0 1 0 17
"Psg20" 0 0 0 278 0 0 0 107 0 930
"Psg21" 0 0 0 133 0 0 0 13 0 216
"Psg22" 0 0 0 1 0 0 0 1 0 10
"Psg23" 3 10 3 173 0 36 0 9 0 123
"Psg25" 0 0 0 45 0 45 0 2 0 125
"Psg26" 0 0 0 10 0 0 0 7 0 30
"Psg27" 0 0 0 4 0 0 0 1 0 2
"Psg28" 0 0 0 2 0 0 0 0 0 8
"Psg29" 0 0 0 1 1 8 0 0 0 0
"Psip1" 7 1156 243 13669 5 17231 357 9977 1247 29301
"Pskh1" 7 8 0 1784 0 1208 0 528 634 5840
"Psma1" 5654 2426 1155 1327 10779 8279 5694 1424 12608 3325
"Psma2" 6145 851 815 2442 13385 8971 4993 693 6755 5082
"Psma3" 1081 595 226 7 2335 1053 1575 92 2468 448
"Psma4" 2137 1223 346 379 2939 6781 5243 267 7836 2738
"Psma5" 2559 932 269 178 2600 485 1736 13 2482 610
"Psma6" 6565 3567 1998 398 7730 11271 4977 351 11262 2788
"Psma7" 6729 2903 1564 1524 11744 778 7361 206 11410 12276
"Psma8" 0 0 0 0 0 0 117 0 0 0
"Psmb1" 5719 4645 1201 90 4079 9472 6864 746 10568 407
"Psmb10" 1130 5 141 0 1 47 1 0 192 0
"Psmb11" 0 0 0 0 1 7 2 0 1 0
"Psmb2" 6338 3863 1194 4276 9612 4574 7474 354 13344 8118
"Psmb3" 2283 1266 588 221 6280 523 3347 22 4053 1065
"Psmb4" 2068 1021 685 73 1661 2687 1020 304 2280 284
"Psmb5" 1353 879 382 30 1674 2286 2081 567 1219 110
"Psmb6" 5684 2787 1046 1886 4749 1354 4415 306 9732 3848
"Psmb7" 5078 4655 922 169 2815 6192 3360 884 5312 808
"Psmb8" 0 0 0 0 0 0 0 0 0 0
"Psmb9" 0 0 6 0 0 0 0 0 113 0
"Psmc1" 4232 5414 1358 817 11071 6401 4275 1510 12982 2171
"Psmc2" 6699 1385 1278 525 9419 3963 3270 90 9245 1349
"Psmc3" 5016 1438 623 340 2231 2513 3949 15 6423 545
"Psmc3ip" 376 148 88 66 0 10112 611 655 656 97
"Psmc4" 7592 3089 2034 212 6082 1160 5383 145 3585 934
"Psmc5" 2159 2110 2041 1124 10866 2277 4581 358 9554 2047
"Psmc6" 5512 981 651 438 3861 1670 6795 648 9213 1180
"Psmd1" 823 3409 1131 3076 7731 5749 4871 781 8033 9850
"Psmd10" 5 4 71 966 2 45 511 54 597 1980
"Psmd11" 5508 4337 730 2008 31 17257 4248 296 5373 4098
"Psmd12" 5053 2356 704 1159 5978 5902 3549 317 6986 3132
"Psmd13" 1921 1912 688 11 8300 244 1121 436 1612 1
"Psmd14" 2431 1301 722 116 3973 19478 3216 420 2599 643
"Psmd2" 3220 1564 1497 2198 4311 4593 5459 592 9565 6100
"Psmd3" 393 385 216 143 106 2387 1383 289 642 938
"Psmd4" 6567 3455 1129 693 3036 8675 1228 793 7377 4272
"Psmd5" 170 51 89 380 3264 1684 1361 483 1372 1873
"Psmd6" 1607 3071 1189 644 9634 6461 771 806 4960 1080
"Psmd7" 10492 6428 1312 658 2014 22440 4590 1614 3810 5276
"Psmd8" 2746 1322 712 284 8638 8035 2960 849 1845 1662
"Psmd9" 1062 24 138 1342 13 993 823 214 891 3676
"Psme1" 42 529 1 0 7 333 452 0 719 0
"Psme2" 258 60 19 0 618 163 204 1 677 87
"Psme3" 3343 1426 654 9323 0 14177 2031 3597 2458 14214
"Psme4" 1187 1551 107 8805 132 42732 2712 13006 2201 20479
"Psmf1" 1 42 1 2382 0 1227 788 503 2572 4937
"Psmg1" 286 7 172 225 0 2310 80 130 824 740
"Psmg2" 1364 219 173 0 7 291 1300 61 2012 0
"Psmg3" 2268 2605 199 108 1214 64 630 65 3148 1024
"Psmg4" 179 37 12 0 6 5 529 0 788 2
"Psors1c2" 0 0 0 0 0 0 239 0 0 0
"Psp" 0 0 0 0 0 0 0 0 0 0
"Pspc1" 766 1 3 146 2706 402 98 472 0 251
"Psph" 76 26 0 6 0 456 1272 5 1671 612
"Pspn" 0 0 0 0 0 0 0 0 0 0
"Psrc1" 549 0 0 1430 3 1584 62 464 2385 5366
"Pstk" 0 19 0 3 0 5 13 0 468 75
"Pstpip1" 0 0 0 14 0 0 0 7 0 817
"Pstpip2" 0 84 0 223 0 65 0 113 0 225
"Ptafr" 0 0 0 19 0 0 0 3 0 110
"Ptar1" 594 0 0 0 15 13 0 0 944 43
"Ptbp1" 10461 5729 1285 6165 7964 33507 7156 6256 6597 11376
"Ptbp2" 0 146 6 3694 0 455 3 2755 0 6090
"Ptcd1" 3 133 0 115 0 1 84 7 0 220
"Ptcd2" 852 2052 0 205 3781 27 964 4 710 84
"Ptcd3" 3945 824 210 912 2202 6639 766 874 5079 1494
"Ptch1" 0 0 0 0 1 3 0 0 0 394
"Ptch2" 0 0 0 0 0 3 0 0 0 0
"Ptchd1" 0 0 0 0 0 3 0 0 0 0
"Ptchd2" 0 0 0 90 0 477 0 0 0 234
"Ptchd3" 0 0 0 0 0 0 0 0 0 0
"Ptcra" 0 0 0 0 1 19 53 0 2 1
"Ptdss1" 1177 43 488 363 5812 2440 783 192 3008 1973
"Ptdss2" 1296 8887 499 198 4126 13682 234 1719 1581 1054
"Pten" 1758 1568 497 2745 36 15264 688 3887 1674 5111
"Pter" 0 6 0 151 0 0 1 18 0 574
"Ptf1a" 0 0 0 0 0 0 0 0 0 0
"Ptgdr" 0 0 0 0 0 0 0 0 0 0
"Ptgds" 0 0 0 0 0 0 0 0 0 0
"Ptger1" 0 0 0 0 0 0 191 0 0 0
"Ptger2" 0 0 0 0 0 0 0 0 0 0
"Ptger3" 0 0 0 0 0 0 0 0 0 1
"Ptger4" 14 0 0 30 0 376 0 280 0 13
"Ptges" 6681 15 182 0 11821 1750 2821 1 2003 0
"Ptges2" 3 400 105 46 0 14 558 6 231 367
"Ptges3" 11351 7599 2116 6689 4353 19005 9025 4975 11994 10576
"Ptgfr" 1 0 0 0 0 0 0 0 0 0
"Ptgfrn" 0 0 0 62 0 0 469 17 0 225
"Ptgir" 0 0 0 0 0 0 0 0 0 0
"Ptgis" 2651 98 150 81 2 24 2 1 935 90
"Ptgr1" 469 0 106 0 14017 112 5807 3 6083 142
"Ptgr2" 142 54 0 0 1537 68 30 0 2326 0
"Ptgs1" 0 0 0 1 0 1 0 0 0 0
"Ptgs2" 0 0 2 44 0 0 0 2 0 284
"Pth" 0 0 0 0 0 0 0 3 0 0
"Pth1r" 0 0 0 3 0 1 183 0 0 211
"Pth2" 0 0 0 0 0 0 0 0 0 0
"Pth2r" 0 0 0 27 0 0 0 0 0 0
"Pthlh" 0 0 0 276 0 0 0 11 0 116
"Ptk2" 0 410 2 3196 173 444 747 3068 1473 6301
"Ptk2b" 0 0 0 472 0 5 0 18 0 435
"Ptk6" 0 0 0 0 0 2 0 0 0 0
"Ptk7" 0 0 3 0 0 40 0 3 0 0
"Ptma" 14769 10527 5667 136 15298 15749 10802 2127 13687 514
"Ptms" 54 0 24 23 0 26 711 5 0 352
"Ptn" 0 0 0 0 0 0 0 0 0 7
"Ptov1" 0 1 0 103 0 1 369 152 310 1185
"Ptp4a1" 374 244 5 25 18 76 2 135 7 45
"Ptp4a2" 5702 6791 1214 7447 366 27769 6282 3753 11602 19679
"Ptp4a3" 0 6 62 0 0 2 266 0 1 0
"Ptpdc1" 0 11 0 406 0 283 0 37 0 698
"Ptpla" 0 0 0 6 0 0 0 0 0 0
"Ptplad1" 4 413 36 1772 0 12915 422 136 133 2424
"Ptplad2" 0 0 0 41 0 0 0 137 0 5
"Ptplb" 0 440 28 234 8 27 540 8 13 725
"Ptpmt1" 25 10 7 32 393 574 0 0 7 0
"Ptpn1" 32 818 32 20 0 15641 188 331 0 248
"Ptpn11" 0 923 165 2255 970 15680 1049 1436 236 9878
"Ptpn12" 2156 53 39 1139 4 1673 377 566 495 779
"Ptpn13" 1210 1050 37 298 0 1873 1 865 1642 3385
"Ptpn14" 0 0 0 0 0 0 0 13 0 0
"Ptpn18" 0 1 0 10 3 11 203 1 367 3
"Ptpn2" 3889 3010 794 1926 3361 25667 745 2255 1176 8879
"Ptpn20" 0 0 0 0 1 0 0 0 0 0
"Ptpn21" 1260 2286 107 7853 0 2707 382 1151 184 27873
"Ptpn22" 35 0 0 302 0 318 0 261 0 1254
"Ptpn23" 11 26 242 1404 0 538 587 285 194 5258
"Ptpn3" 3 355 84 8 8 1377 110 0 111 404
"Ptpn4" 0 93 1 0 0 136 0 37 0 205
"Ptpn5" 0 0 0 26 0 0 0 0 0 71
"Ptpn6" 275 0 403 0 2365 106 164 0 599 421
"Ptpn7" 0 0 0 0 1 1 2 1 1 116
"Ptpn9" 0 59 3 117 1843 2850 6 401 15 97
"Ptpra" 230 283 7 669 2565 1752 268 268 861 2290
"Ptprb" 0 0 0 0 0 0 0 5 0 339
"Ptprc" 0 0 1 642 0 1 0 172 0 698
"Ptprcap" 0 0 0 9 0 19 0 0 153 1
"Ptprd" 0 0 0 0 1 3 0 0 0 157
"Ptpre" 0 0 0 890 0 44 27 59 0 2049
"Ptprf" 0 0 1 56 3 222 503 125 109 528
"Ptprg" 0 0 0 514 0 1580 86 396 0 1611
"Ptprh" 0 74 0 63 0 0 0 9 0 60
"Ptprj" 503 194 24 502 0 718 2 19 0 1319
"Ptprk" 0 761 0 181 0 829 26 196 27 1142
"Ptprm" 0 53 0 27 0 0 0 2 0 1031
"Ptprn" 0 0 0 0 0 433 0 0 0 0
"Ptprn2" 0 0 0 0 0 540 0 2 0 351
"Ptpro" 0 0 0 293 0 0 0 182 0 1117
"Ptprq" 0 0 0 29 0 3 0 0 0 107
"Ptprr" 0 0 0 2733 1 2 0 389 0 4916
"Ptprs" 193 3 0 148 594 4 1 107 0 609
"Ptprt" 0 30 1 0 0 2 0 3 0 117
"Ptpru" 0 0 0 1 0 2 0 0 0 0
"Ptprv" 0 0 0 0 0 0 8 4 0 95
"Ptprz1" 0 0 0 45 0 5 0 7 0 40
"Ptrf" 48 1 1 177 1 8 0 0 518 1
"Ptrh1" 11 22 59 0 0 2515 0 4 1 2
"Ptrh2" 1805 1605 265 323 0 2731 317 427 686 2201
"Pts" 0 320 0 44 0 158 0 0 26 1
"Pttg1" 4356 6933 321 43616 5439 72965 4219 13170 6698 93265
"Pttg1ip" 9608 7551 350 40 1 25546 3211 5423 2238 2591
"Ptx3" 0 0 0 0 0 0 0 0 0 0
"Ptx4" 0 0 0 0 0 0 0 0 0 0
"Puf60" 1837 2968 124 101 3388 6324 1388 190 2647 739
"Pum1" 1565 3232 605 270 960 7519 2292 1448 7267 1426
"Pum2" 5144 6109 1394 11204 2753 27791 962 9002 2234 18810
"Pura" 5 0 45 0 0 13 316 1 5 17
"Purb" 158 8 34 0 0 305 19 27 0 0
"Purg" 0 138 0 105 0 0 4 363 0 849
"Pus1" 152 1652 1 48 0 1963 262 719 1591 0
"Pus10" 0 4 0 23 0 0 294 5 2032 5
"Pus3" 32 370 0 263 0 1453 472 6 631 502
"Pus7" 55 338 50 409 6 5449 516 42 664 467
"Pus7l" 0 4 0 301 0 2088 0 103 0 265
"Pusl1" 243 10 55 0 9 861 680 108 518 0
"Pvalb" 0 0 0 0 0 0 0 0 0 0
"Pvr" 674 43 0 2 0 0 0 0 0 7
"Pvrl1" 0 0 3 0 0 1 87 0 72 9
"Pvrl2" 0 6 113 30 0 476 546 6 238 30
"Pvrl3" 0 544 113 846 0 5056 318 583 0 4216
"Pvrl4" 0 0 0 0 0 1 0 0 0 0
"Pvt1" 0 0 0 76 0 0 2 2 478 155
"Pwp1" 3097 2783 389 41 4157 25088 1996 3446 2530 41
"Pwp2" 2 3729 451 525 1 6942 434 110 38 1888
"Pwwp2a" 880 119 31 490 10 6113 352 357 294 709
"Pwwp2b" 1 0 37 0 0 0 265 0 0 0
"Pxdn" 0 0 1 519 0 116 0 158 0 1370
"Pxk" 6 222 5 1153 1410 1211 848 478 977 2724
"Pxmp2" 112 42 0 0 2 168 621 126 303 28
"Pxmp3" 607 66 0 153 11 4 67 176 1175 15
"Pxmp4" 0 24 1 65 0 2865 388 97 748 77
"Pxn" 608 51 1 52 3807 879 652 114 211 275
"Pxt1" 0 31 0 1011 0 2684 0 829 0 1175
"Pycard" 108 0 56 0 7 269 38 0 213 0
"Pycr1" 0 0 0 40 1 1 0 1 0 0
"Pycr2" 15 168 0 75 0 303 601 1 822 578
"Pycrl" 511 0 0 308 197 117 492 11 3977 905
"Pydc3" 0 0 0 72 0 0 0 0 0 0
"Pydc4" 0 0 0 0 0 0 0 0 0 0
"Pygb" 0 1 64 168 0 418 3818 4 1715 255
"Pygl" 5 0 0 41 0 0 0 1 0 45
"Pygm" 0 0 0 1 0 14 0 0 0 19
"Pygo1" 0 0 1 100 0 587 0 61 0 511
"Pygo2" 553 1848 361 379 3343 3448 1125 262 551 1294
"Pyhin1" 0 0 0 0 0 0 0 0 0 0
"Pyroxd1" 0 106 1 0 0 626 388 1 0 1
"Pyroxd2" 0 0 0 0 0 0 0 0 0 0
"Pyy" 0 0 0 1 7 0 228 0 367 0
"Pzp" 546 37 1 1 1598 19 0 180 4 61
"Qars" 2179 2002 607 1747 2610 5689 2380 1228 2454 5204
"Qdpr" 1 0 0 151 8 11 148 131 0 451
"Qk" 2714 1266 106 5182 0 13964 1717 5359 1853 6341
"Qpct" 0 0 0 0 0 0 0 0 0 0
"Qpctl" 336 11 4 1 0 1513 358 342 308 0
"Qprt" 0 0 0 0 0 0 0 0 0 0
"Qrfp" 0 0 0 0 0 0 0 0 0 0
"Qrfpr" 0 0 0 12 0 0 0 0 0 0
"Qrich1" 6 235 60 1086 50 3201 242 789 1778 1469
"Qrich2" 0 0 0 0 1 111 0 0 0 0
"Qrsl1" 488 47 197 0 5 787 0 0 444 0
"Qser1" 0 1 4 1510 0 1256 0 1005 620 8170
"Qsox1" 0 292 58 66 2 37 254 19 21 127
"Qsox2" 0 369 0 0 0 1089 166 439 0 0
"Qtrt1" 328 881 0 0 12 3361 548 1202 1246 0
"Qtrtd1" 912 490 81 583 2 651 0 68 914 4175
"R3hcc1" 601 1392 67 0 0 287 53 0 945 20
"R3hdm1" 855 2316 228 1181 0 22854 588 1996 978 3873
"R3hdm2" 704 50 95 379 847 7785 70 389 130 2585
"R3hdml" 0 0 0 165 0 124 0 52 0 1061
"R74862" 0 0 0 0 0 0 0 0 0 0
"Rab1" 3069 1158 806 85 13857 6099 4592 1874 3822 145
"Rab10" 1115 1536 430 3148 1 12725 1312 2414 1123 8077
"Rab11a" 344 315 188 2282 1270 1514 1356 557 827 5729
"Rab11b" 197 942 109 176 106 1950 303 405 1751 126
"Rab11fip1" 1736 2396 393 551 2270 21759 845 1029 388 1013
"Rab11fip2" 0 0 1 132 0 0 0 4 2 101
"Rab11fip3" 0 2 3 190 0 169 45 8 537 160
"Rab11fip4" 0 2 0 222 0 42 750 663 0 222
"Rab11fip5" 115 613 38 302 0 4564 920 572 0 20
"Rab12" 5 87 156 1251 0 7792 200 1191 159 3565
"Rab13" 0 0 0 0 0 607 506 0 497 0
"Rab14" 932 1743 315 12177 2362 10545 2763 4537 334 29284
"Rab15" 0 0 0 0 0 5 572 0 0 0
"Rab17" 0 0 0 36 4 0 724 0 339 0
"Rab18" 1798 2734 769 495 1384 1093 2360 20 8628 644
"Rab19" 0 400 0 0 0 162 0 0 0 0
"Rab1b" 281 211 8 93 3403 35 114 19 991 1240
"Rab20" 1132 1535 37 1 0 1782 1 500 582 0
"Rab21" 0 137 2 2876 10 142 119 501 50 4114
"Rab22a" 27 20 108 1227 0 3345 78 120 0 2757
"Rab23" 1 368 0 285 8 3936 684 99 1 87
"Rab24" 0 441 71 5 279 1424 221 1 157 1
"Rab25" 0 0 45 123 0 0 30 7 0 67
"Rab26" 0 0 7 0 0 0 6 0 7 0
"Rab27a" 6 5 0 1097 3 50 219 114 542 2094
"Rab27b" 0 0 0 0 0 1 1 0 0 0
"Rab28" 0 429 95 0 0 1 85 0 46 0
"Rab2a" 684 1316 255 2500 60 2461 868 747 4 5323
"Rab2b" 2 632 1 0 152 4720 0 288 0 121
"Rab30" 328 0 8 140 1 13 164 16 220 393
"Rab31" 0 128 1 306 0 2 0 279 0 320
"Rab32" 149 0 1 303 0 0 0 43 0 525
"Rab33a" 0 0 0 0 0 1 0 0 0 0
"Rab33b" 148 14 0 355 3 904 32 149 1 504
"Rab34" 1 632 1 2 0 3264 0 151 0 36
"Rab35" 83 619 336 2149 0 4789 941 2344 580 5438
"Rab36" 0 0 0 25 0 0 0 3 0 0
"Rab37" 0 0 0 0 0 0 0 0 0 0
"Rab38" 1 0 143 1020 3354 1129 0 114 15 1378
"Rab39" 21 40 133 0 0 3209 0 803 46 0
"Rab39b" 0 0 0 63 0 75 0 1 0 207
"Rab3a" 0 91 0 249 0 5 0 185 15 1649
"Rab3b" 0 0 0 1657 0 1847 1 124 0 2608
"Rab3c" 0 0 0 0 0 3 1 0 0 0
"Rab3d" 53 11 51 4513 0 1965 0 1744 11 13134
"Rab3gap1" 136 530 38 4041 272 3064 8 1140 849 12165
"Rab3gap2" 2 3 57 3702 1776 811 13 633 950 10405
"Rab3il1" 4293 254 318 1529 7228 163 2022 528 1927 2057
"Rab3ip" 0 8 225 228 2494 248 36 281 40 1284
"Rab40b" 156 58 0 0 0 687 0 0 0 0
"Rab40c" 0 280 11 124 0 9762 58 197 0 0
"Rab42-ps" 0 11 0 0 0 404 0 0 0 0
"Rab43" 0 601 4 1 1 14029 2 714 0 39
"Rab44" 0 0 0 13 0 406 0 0 0 11
"Rab4a" 0 0 0 1169 0 8 293 212 0 4049
"Rab4b" 0 94 0 12 1 1 1 5 0 129
"Rab5a" 4132 1660 489 204 10 8029 1051 1545 181 172
"Rab5b" 1851 786 49 556 0 628 79 77 708 898
"Rab5c" 1074 96 354 553 11 711 180 315 1483 2877
"Rab6" 105 487 423 2100 0 4798 953 3798 78 8939
"Rab6b" 0 0 0 186 0 0 0 1 109 540
"Rab7" 325 512 84 3535 1621 2918 913 499 982 1903
"Rab7l1" 410 142 94 0 14 892 0 0 387 0
"Rab8a" 915 147 204 322 4956 6544 2716 353 2651 915
"Rab8b" 0 696 6 1636 0 26 0 1704 27 4244
"Rab9" 1713 827 0 381 17 440 329 304 374 425
"Rab9b" 0 0 0 0 0 0 0 0 0 1
"Rabac1" 153 30 136 99 1119 32 1470 125 793 671
"Rabep1" 86 68 49 1056 95 4511 1109 809 1098 958
"Rabep2" 6 687 46 6 0 1213 26 30 1 27
"Rabepk" 0 938 0 49 0 433 740 2 160 21
"Rabgap1" 329 333 173 755 0 1617 728 624 186 621
"Rabgap1l" 0 281 0 896 1 2 0 405 4 907
"Rabgef1" 195 1978 224 5 38 22627 1150 3278 541 190
"Rabggta" 16 1 309 114 479 40 637 0 1642 270
"Rabggtb" 1797 1429 648 17 14 1332 1634 39 2844 326
"Rabif" 2237 175 241 3119 0 7666 358 1044 3712 4900
"Rabl2" 0 0 1 235 0 6 183 101 8 520
"Rabl3" 482 2 0 717 1 728 399 27 348 408
"Rabl5" 0 535 0 42 4 0 163 4 298 213
"Rac1" 209 471 163 4401 1443 7277 2820 1674 1354 13302
"Rac2" 0 2 0 0 0 2 1 0 0 8
"Rac3" 5 0 0 197 0 78 0 94 0 1656
"Racgap1" 1446 5087 322 3390 318 31070 315 1859 556 11136
"Rad1" 1473 139 274 887 3 3027 413 325 1948 2110
"Rad17" 370 458 364 1615 0 5989 690 1690 351 4959
"Rad18" 126 116 14 502 0 1 605 103 0 1907
"Rad21" 4665 5942 884 8793 3604 20975 2681 4869 9265 10086
"Rad21l" 0 0 0 0 0 0 0 0 0 50
"Rad23a" 1 0 40 126 7 66 1251 141 1093 200
"Rad23b" 753 510 225 1416 3456 3508 2393 1176 1109 3142
"Rad50" 0 235 26 1657 2 6227 44 515 593 2430
"Rad51" 59 420 8 1050 924 2590 268 60 515 2421
"Rad51ap1" 524 1087 206 242 64 16982 1006 1890 1718 172
"Rad51ap2" 0 0 0 63 0 0 0 96 0 413
"Rad51c" 223 4 0 293 0 1206 0 20 0 457
"Rad51l1" 0 0 0 0 22 241 95 3 290 435
"Rad51l3" 469 12 40 430 1 19 467 16 16 1825
"Rad52" 1926 286 0 62 1 1373 80 6 1350 728
"Rad54b" 163 1174 8 39 2 2742 903 496 725 21
"Rad54l" 1 939 29 382 2 75 610 19 1856 1307
"Rad54l2" 664 825 394 802 84 1790 574 810 583 3203
"Rad9" 0 99 0 7 132 5071 0 1 2158 0
"Rad9b" 0 0 0 0 0 1636 0 88 403 0
"Radil" 0 16 0 0 0 204 17 0 0 0
"Rae1" 1084 1121 281 2828 15 1603 799 504 1418 6092
"Raet1a" 2 0 0 0 0 0 0 0 0 0
"Raet1b" 0 0 0 0 0 0 0 0 0 0
"Raet1c" 0 0 0 0 0 0 0 0 0 0
"Raet1d" 0 0 0 10 0 0 0 0 12 17
"Raet1e" 0 0 0 38 0 0 0 0 48 131
"Raf1" 586 1791 159 7730 1 12271 2435 6092 1709 15830
"Rag1" 0 0 0 0 0 0 0 0 0 0
"Rag2" 0 0 0 0 0 1 0 0 0 0
"Rai1" 0 1 0 5 0 0 0 17 1 2
"Rai12" 2821 3369 765 1724 74 21320 254 2756 4803 2400
"Rai14" 0 0 33 10 13 2 751 0 767 0
"Rai2" 0 0 0 0 0 0 0 0 0 0
"Rala" 0 576 0 364 395 1470 734 212 0 2001
"Ralb" 1 35 177 0 138 16 161 0 559 0
"Ralbp1" 548 1062 87 8223 2648 2962 3578 2537 1494 36151
"Ralgapa1" 0 305 30 784 0 2531 404 636 772 702
"Ralgapa2" 0 336 0 320 0 1133 46 50 393 350
"Ralgapb" 0 404 112 1810 0 295 206 322 476 5861
"Ralgds" 2 129 75 312 1 2479 439 405 16 1543
"Ralgps1" 0 368 0 86 0 4 0 13 0 505
"Ralgps2" 129 512 86 2913 4 5422 361 2278 201 8445
"Raly" 1 30 79 573 35 2290 584 264 133 4966
"Ralyl" 0 0 0 72 0 1 0 0 0 36
"Ramp1" 0 0 0 52 0 1 0 0 0 0
"Ramp2" 251 203 50 99 0 475 0 3 2 123
"Ramp3" 0 0 0 277 0 0 0 25 0 409
"Ran" 6111 3273 916 550 5333 8156 6003 1962 7709 1825
"Ranbp1" 2053 717 536 91 556 3490 1452 8 1376 854
"Ranbp10" 507 1535 126 545 1411 20366 1004 1394 436 2645
"Ranbp17" 0 12 4 214 7 641 38 318 923 46
"Ranbp2" 1473 3078 300 464 9 13135 905 2764 3609 2158
"Ranbp3" 883 1283 201 810 935 3907 745 353 750 6370
"Ranbp3l" 0 0 0 0 0 0 0 0 0 0
"Ranbp6" 447 129 0 0 0 1 0 2 18 0
"Ranbp9" 284 446 54 9703 19 7921 737 4711 28 16786
"Rangap1" 1248 2848 161 0 170 6147 4604 219 1637 364
"Rangrf" 0 0 0 0 0 0 0 0 0 0
"Rap1a" 572 739 86 692 0 1105 322 195 36 1282
"Rap1b" 412 1058 311 3958 4986 13523 838 2933 222 7167
"Rap1gap" 0 0 0 0 0 11 24 0 0 0
"Rap1gap2" 0 0 0 179 0 8 0 42 40 737
"Rap1gds1" 4 657 35 307 0 909 0 225 0 894
"Rap2a" 7 27 50 109 0 2307 0 504 1 354
"Rap2b" 0 0 0 195 3 2 64 92 468 904
"Rap2c" 0 26 15 6 2826 18 234 255 0 651
"Rapgef1" 2 0 2 901 3 1085 322 339 29 3884
"Rapgef2" 0 434 107 407 3 625 49 350 450 2359
"Rapgef3" 1 0 1 0 1 0 1 0 0 0
"Rapgef4" 1 0 1 345 0 6 1 24 0 447
"Rapgef5" 0 260 0 2314 0 2441 0 1206 0 5154
"Rapgef6" 868 407 119 673 399 3342 431 1081 615 2169
"Rapgefl1" 325 187 11 826 28 337 528 103 41 2147
"Raph1" 1 931 4 2442 0 1072 2260 1765 0 9508
"Rapsn" 0 1 0 0 0 0 0 0 0 50
"Rara" 1 5 0 11 1 41 0 2 1 73
"Rarb" 39 1 0 0 2 0 1 0 0 0
"Rarg" 112 114 28 1 0 2902 0 131 0 71
"Rarres1" 0 0 0 0 0 0 0 0 0 0
"Rarres2" 0 0 0 0 0 0 0 0 0 0
"Rars" 3284 3460 1026 419 40 21138 3847 910 2472 1489
"Rars2" 2 11 57 357 0 11 206 20 940 430
